Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Heart of the World (Carlotta Carlyle Mysteries),"The Boston PI tangles with the Colombian underworld in this “astonishing installment in . . . one of the best private eye series ever” (Harlan Coben). Six-foot-tall, redheaded ex-cop and Boston-based private eye Carlotta Carlyle is “the genuine article: a straightforward, funny, thoroughly American mystery heroine” (New York Post). Carlotta is frantic. It appears that Paolina, a street-smart teenage girl she’s always thought of as a little sister, has run away. After dead-end investigations throughout Boston, Carlotta fears the worst. Especially when she connects the disappearance to Paolina’s biological father, Roldán Gonzales, a ruthless Colombian drug lord. To find Paolina, first Carlotta has to find Gonzales—but he’s vanished too. The official report is that he’s dead. Warned against going to the police in Bogotá, Carlotta must trust her instincts as she follows in Paolina’s footsteps, which lead to the mountains of Colombia—Sierra Nevada de Santa Marta, the heart of the world. But will her rescue end up being a trap? The answer will “shock and surprise the reader” (Library Journal). “This is her best.” —Michael Connelly Heart of the World is the 11th book in the Carlotta Carlyle Mysteries, but you may enjoy reading the series in any order.",['Linda Barnes'],http://books.google.com/books/content?id=79qCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=79qCDwAAQBAJ&printsec=frontcover&dq=Heart+of+the+World+(Carlotta+Carlyle+Mysteries)&hl=&cd=1&source=gbs_api,Open Road Media,2019-03-05,https://play.google.com/store/books/details?id=79qCDwAAQBAJ&source=gbs_api,['Fiction'],3.0
"Wild, Wild West (Novelization)","The first novel in a new series based on the 1960s television series starring Robert Conrad as federal agent James West pits West against criminal mastermind T. Marcus Cosgrove, who declares himself dictator over his valley. Original.",['Robert Vaughan'],http://books.google.com/books/content?id=xKbQPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=xKbQPAAACAAJ&dq=Wild,+Wild+West+(Novelization)&hl=&cd=1&source=gbs_api",Boulevard,1998,"http://books.google.com/books?id=xKbQPAAACAAJ&dq=Wild,+Wild+West+(Novelization)&hl=&source=gbs_api",['Fiction'],
The Other Side of the Middle: A Pennsylvania Dutch Story of Family Love,"A glorious celebration of Pennsylvania Dutch culture and family life in all of its stages, this is a story of farm family that meets life's challenges head on with sense of responsibility and love. This is a Pennsylvania Dutch tale of family love, and strong sense of community among friends and neighbors, as life takes its twists and turns within a culture that stick together. It is presented with deep reverence for simplicity and nature, and with lots of love.",['Ronald Ray Schmeck'],http://books.google.com/books/content?id=95OlBiUnX3IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=95OlBiUnX3IC&pg=PT2&dq=The+Other+Side+of+the+Middle:+A+Pennsylvania+Dutch+Story+of+Family+Love&hl=&cd=1&source=gbs_api,Ronald Ray Schmeck,2005-02,http://books.google.nl/books?id=95OlBiUnX3IC&dq=The+Other+Side+of+the+Middle:+A+Pennsylvania+Dutch+Story+of+Family+Love&hl=&source=gbs_api,['Fiction'],
Requiem: New Collected Works by Robert A. Heinlein and Tributes to the Grand Master,"A collection of works--most never before published in book form--by the first Grand Master (Science Fiction Writers of America). Includes major novellas ""Tenderfoot in Space"" and ""Destination Moon"", which was made into the famous George Pal film. Tributes from Arthur C. Clarke, Robert Silverberg, and Tom Clancy. ""A fine memorial"".--Arthur C. Clarke.",['Robert A. Heinlein'],,http://books.google.com/books?id=qllMPgAACAAJ&dq=Requiem:+New+Collected+Works+by+Robert+A.+Heinlein+and+Tributes+to+the+Grand+Master&hl=&cd=1&source=gbs_api,Tor Books,1993-05,http://books.google.com/books?id=qllMPgAACAAJ&dq=Requiem:+New+Collected+Works+by+Robert+A.+Heinlein+and+Tributes+to+the+Grand+Master&hl=&source=gbs_api,['Fiction'],3.0
When Comes the Spring (Canadian West #2),"Elizabeth, the cultured young schoolteacher from the East, has braved the western frontier and spent a year teaching in a one-room schoolhouse. How she and Wynn are planning their wedding and their new life together at his outpost in the far north. While Wynn is accustomed to life in the north, Elizabeth is not. Can their love for each other sustain them through a harsh winter, loneliness, and rigors of life without any of the conveniences they're used to? Book 2 of the bestselling Canadian West series.",['Janette Oke'],http://books.google.com/books/content?id=_rPLrA415C4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_rPLrA415C4C&printsec=frontcover&dq=When+Comes+the+Spring+(Canadian+West&hl=&cd=1&source=gbs_api,Baker Books,2005-02-01,https://play.google.com/store/books/details?id=_rPLrA415C4C&source=gbs_api,['Fiction'],7.0
Book of Fiction 1ST Edition Signed,"Detective Isaac Bell tracks a killer across the nation’s oilfields in this adventure in the #1 New York Times–bestselling historical series. As Van Dorn private detective Isaac Bell strives to land a government contract to investigate John D. Rockefeller’s Standard Oil monopoly, the case takes a deadly turn. A sniper begins murdering opponents of Standard Oil, and soon the assassin—shooting with extraordinary accuracy at seemingly impossible long range—kills Bell’s best witness. Then the shooter detonates a terrible explosion that sets the victim’s independent refinery ablaze. Bell summons his best detectives to hunt down the mysterious killer. But the murders—shootings, poisonings, staged accidents—have just begun as Bell tracks his phantom-like criminal adversary from the “oil fever” regions of Kansas and Texas to Washington, D.C., to the tycoons’ enclave of New York, to Russia’s war-torn Baku oil fields on the Caspian Sea, and back to America for a final, desperate confrontation. And this one will be the most explosive of all.","['Clive Cussler', 'Justin Scott']",http://books.google.com/books/content?id=8xwLBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=8xwLBAAAQBAJ&printsec=frontcover&dq=Book+of+Fiction+1ST+Edition+Signed&hl=&cd=1&source=gbs_api,Penguin,2015-03-03,https://play.google.com/store/books/details?id=8xwLBAAAQBAJ&source=gbs_api,['Fiction'],7.0
Duskin,"Take a fresh look at a well-loved Grace Livingston Hill classic. Secretary Carol Berkley is a woman ahead of her time. When her boss has an accident, she volunteers to go on a business trip for him. It is her chance to prove her worth. . .and save the company from corruption. But as she boards a train bound for Chicago, she inadvertently steps into a dangerous plot. Who can she trust with her knowledge—and her life?",['Grace Livingston Hill'],http://books.google.com/books/content?id=yfACUcQYj1cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=yfACUcQYj1cC&printsec=frontcover&dq=Duskin&hl=&cd=1&source=gbs_api,Barbour Publishing,2013-02-01,https://play.google.com/store/books/details?id=yfACUcQYj1cC&source=gbs_api,['Fiction'],2.0
Santa Steps Out,"Santa Claus has always portrayed one jolly image to the world. But what long forgotten, unholy urges are awakening in Santa's mind? Who was he before, and what will he become now? What is driving him into the evil clutches of a certain fairy? Will Christmas survive?",['Robert Devereaux'],http://books.google.com/books/content?id=WoppAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=WoppAAAAMAAJ&q=Santa+Steps+Out&dq=Santa+Steps+Out&hl=&cd=1&source=gbs_api,Leisure Books,2000,http://books.google.com/books?id=WoppAAAAMAAJ&dq=Santa+Steps+Out&hl=&source=gbs_api,['Fiction'],11.0
Deadly Probe,"When Christine Evans is suddenly offered an opportunity to go undercover for her company, she jumps at the chance. She had always wanted to become an investigative reporter, and this was her big break. Her assignment is simple. After she is hired into the insurance company under investigation, Chris attempts to learn what problem caused the secretary to contact the Probe television program asking for help. It isnt long before Chris learns that the secretary she replaced, Elaine Reeder, had recently committed suicide. To make matters worse, Christine also finds out that it was Elaine who had called Probe for assistance. A few days later, a bedraggled-looking man shows up at her desk demanding to know where Elaine Reeder is. Chris is shocked to learn that the man claims to be Elaines brother, Michael. However, the investigation learned that Elaine had no relatives. So, who is this man? Chris realizes she has a suspicious death, a mysterious but handsome man, and a lot of unanswered questions. It is all a little overwhelming. But this is her chance to make it, and Christine has no doubts what course to take. She will continue her investigation - - at all costs!",['Miriam Lee'],http://books.google.com/books/content?id=yckuPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=yckuPwAACAAJ&dq=Deadly+Probe&hl=&cd=1&source=gbs_api,,1989-12-01,http://books.google.com/books?id=yckuPwAACAAJ&dq=Deadly+Probe&hl=&source=gbs_api,['Fiction'],
Night Has a Thousand Eyes,"In Woolrich's iconic tale, Detective Tom Shawn saves a lovely young woman from a suicide attempt one night, and later hears her story. She is in despair because the death of her wealthy father has been predicted by a confident man seemingly gifted with the power of clairvoyance; a man whose predictions have unerringly aided her father in his business many times before. Shawn and a squad of detectives investigate this dire prediction and try to avert the millionaire businessman from meeting his ordained end at the stroke of midnight. One of Cornell Woolrich's most influential novels, this classic noir tale of a man struggling with his ability to see the future is arguably the author's best in its depiction of a doomed vision of predestination.",['Cornell Woolrich'],http://books.google.com/books/content?id=9P9BEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=9P9BEAAAQBAJ&printsec=frontcover&dq=Night+Has+a+Thousand+Eyes&hl=&cd=1&source=gbs_api,Simon and Schuster,2021-11-15,https://play.google.com/store/books/details?id=9P9BEAAAQBAJ&source=gbs_api,['Fiction'],9.0
Hawthorne: Tales and Sketches (Library of America),"Gathers all of Hawthorne's stories, including his retellings of classical myths for children.",['Nathaniel Hawthorne'],http://books.google.com/books/content?id=CilcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=CilcAAAAMAAJ&q=Hawthorne:+Tales+and+Sketches+(Library+of+America)&dq=Hawthorne:+Tales+and+Sketches+(Library+of+America)&hl=&cd=1&source=gbs_api,,1996,http://books.google.com/books?id=CilcAAAAMAAJ&dq=Hawthorne:+Tales+and+Sketches+(Library+of+America)&hl=&source=gbs_api,['Fiction'],
Dead Air,"Iain Banks' daring new novel opens in a loft apartment in the East End, in a former factory due to be knocked down in a few days. Ken Nott is a devoutly contrarian vaguely left wing radio shock-jock living in London. After a wedding breakfast people start dropping fruits from a balcony on to a deserted carpark ten storeys below, then they start dropping other things; an old TV that doesn't work, a blown loudspeaker, beanbags, other unwanted furniture...Then they get carried away and start dropping things that are still working, while wrecking the rest of the apartment. But mobile phones start ringing and they're told to turn on a TV, because a plane has just crashed into the World Trade Centre... At ease with the volatility of modernity, Iain Banks is also our most accomplished literary writer of narrative-driven adventure stories that never ignore the injustices and moral conundrums of the real world. His new novel, displays his trademark dark wit, buoyancy and momentum.",['Iain Banks'],http://books.google.com/books/content?id=Ey04AgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Ey04AgAAQBAJ&dq=Dead+Air&hl=&cd=1&source=gbs_api,Abacus,2008-09-04,http://books.google.nl/books?id=Ey04AgAAQBAJ&dq=Dead+Air&hl=&source=gbs_api,['Fiction'],13.0
"Here Kitty, Kitty!","New York at night is an urban playground where glamour and danger are just flip sides of the same thrilling coin. The tough, beautiful player at the heart of Jardine Libaire's acclaimed first novel is Lee, the consummate party girl. Lee has the right designer clothes, the right job managing a stylish restaurant, and the right lover, who finances all her bad habits. As the lights go down at closing time, the energy of the city is a call Lee cannot resist, even when her Cinderella-like existence begins to unravel.",['Jardine Libaire'],http://books.google.com/books/content?id=MZA0AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=MZA0AQAAQBAJ&printsec=frontcover&dq=Here+Kitty,+Kitty!&hl=&cd=1&source=gbs_api",Hachette UK,2007-09-03,"http://books.google.nl/books?id=MZA0AQAAQBAJ&dq=Here+Kitty,+Kitty!&hl=&source=gbs_api",['Fiction'],
Perelandra: A Novel,Focuses on the age-old nature and consequences of temptation as experienced in a brand new world,['C.S. Lewis'],http://books.google.com/books/content?id=nzsLqVdKMXIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=nzsLqVdKMXIC&printsec=frontcover&dq=Perelandra:+A+Novel&hl=&cd=1&source=gbs_api,Simon and Schuster,1996-10-01,http://books.google.com/books?id=nzsLqVdKMXIC&dq=Perelandra:+A+Novel&hl=&source=gbs_api,['Fiction'],61.0
The Calico Club,"The Calico Clu Darlene McGill wants to go to college and study art. When she saves the life of biologist Randolph Burke on the northern Nevada desert, it's love at first sight...until he discovers she works at the Calico Club, one of Nevada's legal brothels. Though Randolph can't deal with her profession, he needs her help monitoring the endangered birds he's discovered. She agrees, on one condition: that he help her apply to college. When Darlene arrives on Randolph's doorstep in Reno, he agrees to a platonic sharing of digs in exchange for her housekeeping. As Darlene and Randolph break down class barriers, they begin to trust one another and build a friendship-and more. Blossoming in college, Darlene begins to forget her history and even hope for a future. Then the blackmailing phone calls begin.",['Marjorie Knorr'],http://books.google.com/books/content?id=wHyz9zvfFw4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=wHyz9zvfFw4C&q=The+Calico+Club&dq=The+Calico+Club&hl=&cd=1&source=gbs_api,Elderberry Press,2003,http://books.google.com/books?id=wHyz9zvfFw4C&dq=The+Calico+Club&hl=&source=gbs_api,['Fiction'],
Love With the Proper Husband,"Distressed over the current widespread disinterest inmatrimony among their eminently marriageable offspring, the formidable matriarchs of the ton have taken matters into their own meddling hands with the formation of The Ladies' Society for the Betterment of the Future of Britain. Their first challenge: the Earl of Pennington. Miss Gwendolyn Townsend has seen her late father's estate go to a distant cousin she can't abide ... leaving her well-educated, able to make a perfect curtsy -- and penniless. So imagine her shock when it's discovered that a match had been arranged between herself and Marcus Holcroft, the Earl of Pennington -- one of the most eligible members of London society. Marcus constantly leaves her breathless and confused ... and though she's hesitant to marry a man she's just met, in the end she has no choice. But she makes some conditions first ... Marcus cannot believe that the bride who has been foisted upon him is insisting on rules to their wedding ... and bedding! He's a man who has never had to tempt any woman into his arms. But even more surprising is that Gwendolyn is clearly hiding something -- and it shocks him to think that their exquisite kisses -- followed by his lessons in passionate lovemaking -- wouldn't be enough to make his wife tell him her every secret. After all, he's promised to be a proper husband -- isn’t it fair to also expect a proper wife?",['Victoria Alexander'],http://books.google.com/books/content?id=EOQ84dnsohwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=EOQ84dnsohwC&printsec=frontcover&dq=Love+With+the+Proper+Husband&hl=&cd=1&source=gbs_api,Harper Collins,2009-10-13,https://play.google.com/store/books/details?id=EOQ84dnsohwC&source=gbs_api,['Fiction'],5.0
The Eighth Commandment,"“Thou shalt not steal is indeed the moral in this light-as-a-bubble comic caper” by the #1 New York Times–bestselling author (People). Appraising rare coins for Grandby & Sons, a venerable Madison Avenue auction house, is a dream come true for Mary Lou Bateson. She even gets a chance to inspect the Havistock Collection of priceless coins, which includes the Demaretion, a rare, ancient Greek silver piece. But when the Demaretion disappears just after her assessment, the young numismatist becomes the number-one suspect. Placed on indefinite leave, Bateson enlists the help of a New York Police Department cop and an insurance detective to go behind the closed doors of one of New York’s most powerful and untouchable families. The Havistocks are keeping some dangerous secrets, including a kleptomaniac daughter, a sex-addicted daughter-in-law, and a sleazy nest of adultery, pornography, and damning secrets someone is willing to kill to keep.",['Lawrence Sanders'],http://books.google.com/books/content?id=bnQ_YpXlV4EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=bnQ_YpXlV4EC&printsec=frontcover&dq=The+Eighth+Commandment&hl=&cd=1&source=gbs_api,Open Road Media,2013-02-12,https://play.google.com/store/books/details?id=bnQ_YpXlV4EC&source=gbs_api,['Fiction'],1.0
MY NAME IS ARAM,"""Marvelously captivating."" — The New York Times. First published in 1940, Saroyan's international bestseller recounts the exploits of an Armenian clan in northern California at the turn of the 20th century. Based on the author's loving and eccentric extended family, the characters in these 14 related short stories provide humorous and touching scenes from immigrant life.",['William Saroyan'],http://books.google.com/books/content?id=WaQ3f1aUprMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WaQ3f1aUprMC&printsec=frontcover&dq=MY+NAME+IS+ARAM&hl=&cd=1&source=gbs_api,Courier Corporation,2013,http://books.google.com/books?id=WaQ3f1aUprMC&dq=MY+NAME+IS+ARAM&hl=&source=gbs_api,['Fiction'],3.0
Cracked Crystals,,['Larry Rochelle'],,http://books.google.nl/books?id=LCOYPAAACAAJ&dq=Cracked+Crystals&hl=&cd=1&source=gbs_api,"Burnaby, B.C. : Zumaya Publications",2004,http://books.google.nl/books?id=LCOYPAAACAAJ&dq=Cracked+Crystals&hl=&source=gbs_api,['Fiction'],
Hannibal,"#1 NEW YORK TIMES BESTSELLER • “Is it as good as Red Dragon and Silence of the Lambs? No . . . this one is better.”—Stephen King, The New York Times Book Review You remember Hannibal Lecter: gentleman, genius, cannibal. Seven years have passed since Dr. Lecter escaped from custody. And for seven years he’s been at large, free to savor the scents, the essences, of an unguarded world. But intruders have entered Dr. Lecter’s world, piercing his new identity, sensing the evil that surrounds him. For the multimillionaire Hannibal left maimed, for a corrupt Italian policeman, and for FBI agent Clarice Starling, who once stood before Lecter and who has never been the same, the final hunt for Hannibal Lecter has begun. All of them, in their separate ways, want to find Dr. Lecter. And all three will get their wish. But only one will live long enough to savor the reward. . . . Praise for Hannibal “Interested in getting the hell scared out of you? Buy this book on a Friday . . . lock all doors and windows. And by Monday , you might just be able to sleep without a night-light.”—Newsday “Strap yourself in for one heck of a ride. . . . It’ll scare your socks off.”—Denver Post “A stunner . . . writing in language as bright and precise as a surgeon’s scalpel, Harris has created a world as mysterious as Hannibal’s memory palace and as disturbing as a Goya painting. This is one book you don’t want to read alone at night.”—The Atlanta Journal-Constitution “Relentless . . . endlessly terrifying . . . 486 fast-paced pages, in which every respite is but a prelude to further furious action . . . Hannibal begins with a murderous paroxysm that leaves the reader breathless. . . . Hannibal speaks to the imagination, to the feelings, to the passions, to exalted senses and to debased ones. Harris’s voice will be heard for a while.”—Los Angeles Times “A pleasurable sense of dread.”—The Wall Street Journal “Enormously satisfying . . . a smashing good time, turning the pages for thrills, chills, horror and finally, a bracing, deliciously wicked slap in the face . . . perhaps the very best the thriller/horror genre is capable of producing.”—San Diego Union-Tribune",['Thomas Harris'],http://books.google.com/books/content?id=N8mOeVOPzasC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=N8mOeVOPzasC&printsec=frontcover&dq=Hannibal&hl=&cd=1&source=gbs_api,Dell,2009-06-23,https://play.google.com/store/books/details?id=N8mOeVOPzasC&source=gbs_api,['Fiction'],41.0
Wicked Fix: A Home Repair is Homicide Mystery,"Do-it-yourself killer fixes small-town thug... For ex-Wall Streeter Jacobia Tiptree and her teenaged son, Sam, September promises tranquil days winter-proofing their rambling handyman's special of a home in Eastport, Maine. But there's nothing idyllic about this Down East autumn. For starters, the return of truly vicious native son Reuben Tate stirs up the town. And when somebody slits Reuben's throat and hangs his corpse on the cemetery gate, the police trace a bloodied scalpel to surgeon Victor Tiptree-Jacobia's former husband. Yet Jake knows her troublesome, trouble-prone ex is capable of just about anything except murder. Proving that, though, is another matter. Eastport is packed with tourists and former residents for the annual Salmon Festival - and Jake soon realizes any Eastporter, past or present, has motive for Tate's murder. To nail the real killer, Jake and her best friend, Ellie White, must probe a past as rotten as crumbling clapboard, while a secret hatred builds toward a series of murders even more brutal than Reuben Tate himself...",['Sarah Graves'],http://books.google.com/books/content?id=h09zAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=h09zAwAAQBAJ&printsec=frontcover&dq=Wicked+Fix:+A+Home+Repair+is+Homicide+Mystery&hl=&cd=1&source=gbs_api,Hachette UK,2014-08-28,https://play.google.com/store/books/details?id=h09zAwAAQBAJ&source=gbs_api,['Fiction'],2.0
"Husband On Trust (Presents Passion) (Passion, 2088)","Gianfranco asked Kelly to marry him, after her holiday affair with him left her pregnant! But, once married, Gianfranco was often away on business, and his family made Kelly's life a misery. Then she heard that Gianfranco didn't want her at all¿he just wanted their baby....Kelly had no choice but to run away... However, one thing was certain. Gianfranco would find her¿but why? Because he wanted to reclaim his bride...or his child?",['Jacqueline Baird'],http://books.google.com/books/content?id=ntQMBGD1oLEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=ntQMBGD1oLEC&pg=PT6&dq=Husband+On+Trust+(Presents+Passion)+(Passion,+2088)&hl=&cd=1&source=gbs_api",Harlequin,2011-01-17,https://play.google.com/store/books/details?id=ntQMBGD1oLEC&source=gbs_api,['Fiction'],
Magic For Hire,"Dix, the only son of Sheridon's Top Commander, is ready to try anything to escape assignment in the bowels of the Guard, even if it means facing another three months of fire blisters and ox tongue ointment.",['Alex Greene'],http://books.google.com/books/content?id=9kqMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=9kqMAAAACAAJ&dq=Magic+For+Hire&hl=&cd=1&source=gbs_api,Booklocker.Com Incorporated,2005-01-01,http://books.google.nl/books?id=9kqMAAAACAAJ&dq=Magic+For+Hire&hl=&source=gbs_api,['Fiction'],
David Copperfield,"For David Copperfield, orphaned and with a cruel stepfather, the future looks bleak. But a new start beckons with the magnificent Mr Micawber, then with his eccentric aunt, Betsey Trotwood.",['Charles Dickens'],http://books.google.com/books/content?id=GkCpLIk7aisC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=GkCpLIk7aisC&printsec=frontcover&dq=David+Copperfield&hl=&cd=1&source=gbs_api,Wordsworth Editions,1992,http://books.google.nl/books?id=GkCpLIk7aisC&dq=David+Copperfield&hl=&source=gbs_api,['Fiction'],6.0
Tenbow (Signet),"At the foot of the Wind River Mountains and just east of the continental divide was Tenbow Valley, eighty miles of rich, watered graze on the way to Oregon territory. From Cheyenne, Jack Stillman has come to Tenbow to solve a string of murders. Each victim was a landowner in the valley, and each killing was carried out with a deadly, long range rifle. Taking on the guise of a gambler, Stillman is quick to line up his suspects and start prying open their secrets. But while greed is the likeliest reason for the murders, the killer keeps striking—even when Stillman has his eye on the suspects. Suddenly, in a land of wild honeysuckle, snowy mountain peaks, and the spirits of native warriors, the veteran lawman realizes he's made a fatal mistake and missed a motive as old as time itself...Now it may be too late because an expert at murder has Stillman in the crosshairs of his gun...",['Matt Braun'],http://books.google.com/books/content?id=2InIH1I7QUcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=2InIH1I7QUcC&pg=PP5&dq=Tenbow+(Signet)&hl=&cd=1&source=gbs_api,St. Martin's Paperbacks,2007-04-01,https://play.google.com/store/books/details?id=2InIH1I7QUcC&source=gbs_api,['Fiction'],
Summer in a Red Mustang with Cookies,"Summer in a Red Mustang with Cookies... a boomer's revved up, yet poignant ride through the groovy rock 'n roll years to the coming of new age. A look at small town flower power in the summer of '69, from peace symbols to designer plates, Summer in a Red Mustang with Cookies, will carry you back to the one you used to be with a carload of laughter and tears along the way.","['Myrtle Siebert', 'Boo King']",http://books.google.com/books/content?id=8JusGKHTsO0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=8JusGKHTsO0C&dq=Summer+in+a+Red+Mustang+with+Cookies&hl=&cd=1&source=gbs_api,Trafford Publishing,2001,http://books.google.com/books?id=8JusGKHTsO0C&dq=Summer+in+a+Red+Mustang+with+Cookies&hl=&source=gbs_api,['Fiction'],
The angry wife,"A novel of a Southern woman trapped in the past and two brothers divided by the Civil War, from the New York Times–bestselling author of The Good Earth. Lucinda Delaney is a southern belle ruled by a vision of life that no longer exists. The Civil War has come and gone and her side has lost, yet she is determined to proceed as if nothing has changed—a denial that stokes the flames of her irrational angers. Despite her returned husband’s devotion, Lucinda is sure he is having an affair with one of their slaves. After all, his Union-sympathizing brother, Tom, did just that, scandalously running away with the woman and settling into contented family life in Philadelphia. Over the years, her racist feelings and fears only intensify, and when it’s time for her own daughter to marry, her chief concern is the color of the children. The Angry Wife is a memorable and impassioned dissection of prejudice, as well as a riveting portrait of post­–Civil War America. This ebook features an illustrated biography of Pearl S. Buck including rare images from the author’s estate.",['Pearl S. Buck'],http://books.google.com/books/content?id=BL9AozNwx2MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=BL9AozNwx2MC&printsec=frontcover&dq=The+angry+wife&hl=&cd=1&source=gbs_api,Open Road Media,2013-05-21,https://play.google.com/store/books/details?id=BL9AozNwx2MC&source=gbs_api,['Fiction'],1.0
The Pure and the Impure,"Lucid and lyrical, The Pure and the Impure stands out as one of modern literature's subtlest reckonings not only with the varieties of sexual experience, but with the unlikely nature of love.""--BOOK JACKET.",['Colette'],http://books.google.com/books/content?id=eKdcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=eKdcAAAAMAAJ&q=The+Pure+and+the+Impure&dq=The+Pure+and+the+Impure&hl=&cd=1&source=gbs_api,NYRB Classics,2000-09-30,http://books.google.com/books?id=eKdcAAAAMAAJ&dq=The+Pure+and+the+Impure&hl=&source=gbs_api,['Fiction'],3.0
Lucifer's Hammer,"The gigantic comet had slammed into Earth, forging earthquakes a thousand times too powerful to measure on the Richter scale, tidal waves thousands of feet high. Cities were turned into oceans; oceans turned into steam. It was the beginning of a new Ice Age and the end of civilization. But for the terrified men and women chance had saved, it was also the dawn of a new struggle for survival--a struggle more dangerous and challenging than any they had ever known.... ""Massively entertaining."" CLEVELAND PLAIN-DEALER","['Larry Niven', 'Jerry Pournelle']",http://books.google.com/books/content?id=mWL5SdJobpcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=mWL5SdJobpcC&printsec=frontcover&dq=Lucifer%27s+Hammer&hl=&cd=1&source=gbs_api,Fawcett Books,1983,http://books.google.com/books?id=mWL5SdJobpcC&dq=Lucifer%27s+Hammer&hl=&source=gbs_api,['Fiction'],46.0
Hidden Secrets,"""Kim Brewster's annulled marriage left her with a wedding gift she can't return: a baby on the way. Worried about what the news will do to the other women in the Brewster family, whose lives seem so perfect, Kim catches a break when her great-grandmother, Hannah, beats her to the punch with a shocking announcement of her own. She's selling her Morganton, West Virginia, hotel and moving to Oklahoma - and all the Brewsters are coming with her. Kim is sure her grandmother and mother won't go along with the plan, but Hannah can be very convincing. Soon the women are working the farm, emptying the skeletons from their closets, and finally feeling like a family. For Karen, the fresh start comes with another shop at love-- though her new suitor may have some secrets of his won.""--P. [4] of cover.",['Carolyn Brown'],http://books.google.com/books/content?id=D6eWMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=D6eWMQEACAAJ&dq=Hidden+Secrets&hl=&cd=1&source=gbs_api,,2012,http://books.google.com/books?id=D6eWMQEACAAJ&dq=Hidden+Secrets&hl=&source=gbs_api,['Fiction'],
Satan's Pony: A Mystery (Dr. Jo Banks),"Hathaway's likeable young doctor, Jo Banks, is solidly ensconced as ""house doctor"" to a group of motels in the New Jersey countryside. Then one day the motel where Jo is living and where she has her office is suddenly over run by a loud group of motorcyclists. When one of the riders is murdered, suspicion falls on Dr. Jo's landlord's son, who turned up after having been presumed either to have permanently gone AWOL or to be lost in battle in Vietnam. Trying to help her friends, and prove that the man is innocent, Jo takes on a lot more than she may be able to handle.",['Robin Hathaway'],http://books.google.com/books/content?id=rrYAZ95rvL0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=rrYAZ95rvL0C&printsec=frontcover&dq=Satan%27s+Pony:+A+Mystery+(Dr.+Jo+Banks)&hl=&cd=1&source=gbs_api,Minotaur Books,2004-09-01,https://play.google.com/store/books/details?id=rrYAZ95rvL0C&source=gbs_api,['Fiction'],
